text,date,clean_text,cluster,modified_date
it so not happy it's raining on a bank holiday ,2009-05-04 03:12:59,happy raining bank holiday,0,2009-05-04
http://twitpic.com/7pc64 - missin' all my girls ,2009-06-18 05:08:45,missin girls,0,2009-06-18
http://twitpic.com/5d2dg - Ollie holding willow ,2009-05-17 08:12:44,ollie holding willow,0,2009-05-17
is missing her puppy and also glad school is over for the week ,2009-06-01 21:45:34,missing puppy also glad school week,0,2009-06-01
Long day today ..... ,2009-06-06 06:09:18,long day today,1,2009-06-06
Awake and headed to school. Should be a good day. ,2009-04-07 07:25:30,awake headed school good day,0,2009-04-07
scratch that it's kids sizes... i don't fit that anymore ,2009-06-01 21:02:28,scratch kids sizes dont fit anymore,2,2009-06-01
"Jogging, isn't REALLY that cool, especially if you've got a high fever ",2009-06-15 08:05:55,jogging isnt really cool especially youve got high fever,0,2009-06-15
The Uninvited  yÃ¤y yÃ¤y our film Amelia  I watch this film  And The Dissapeared &amp;&amp; Harry Potter 6 !!! YÃ¤y Blaise !!! &lt;333,2009-06-05 12:26:29,uninvited yy yy film amelia watch film dissapeared ampamp harry potter yy blaise lt,0,2009-06-05
@LesM I'll be at the #yeg #web meetup.   (via @Taite11),2009-06-01 20:44:45,ill yeg web meetup via,0,2009-06-01
aha...sorry...na ein Nick  afronum is halt afronum ;) www.afronum.com,2009-05-03 12:19:35,ahasorryna ein nick afronum halt afronum wwwafronumcom,0,2009-05-03
"My fish, charles darnay, died. ",2009-06-15 18:01:47,fish charles darnay died,0,2009-06-15
been 2 bridlington n scarborough 2day!!!   lovely sunshine but made my sunburn from yesterday even worse!!! ,2009-05-31 14:32:08,bridlington n scarborough day lovely sunshine made sunburn yesterday even worse,0,2009-05-31
"@kingsthings I see your following growing quickly,,,, do you feel &quot;cooler&quot; yet? YOU ARE NOW!  Isn't the whole thing amazing? ",2009-04-19 07:54:41,see following growing quickly feel quotcoolerquot yet isnt whole thing amazing,0,2009-04-19
@glorialynnglass fluish  but still putting along  How are you?,2009-06-07 06:56:15,fluish still putting along,0,2009-06-07
lewis seems to have a problem but so does kimi - raikkonen lets massa through so he must have an engine problem ,2009-04-19 00:30:28,lewis seems problem kimi raikkonen lets massa must engine problem,0,2009-04-19
good morning ,2009-05-30 02:07:38,good morning,0,2009-05-30
@phoenixpwns Re-Tweet! It's when you re-post something someone else Tweeted about! ,2009-05-03 12:24:56,retweet repost something someone else tweeted,0,2009-05-03
"@StarsGoDim Haha yes I like tea, though I only got into it around last December. &quot;teatime&quot; is also a play on my name - first initial is T ",2009-06-06 23:38:57,haha yes like tea though got around last december quotteatimequot also play name first initial,0,2009-06-06
@freddyb87 heeey boo ,2009-04-19 02:08:37,heeey boo,0,2009-04-19
@craftyGAgal Yes I am ,2009-06-05 16:33:00,yes,0,2009-06-05
@danecook Pissed I missed your B-More show.  Brian was going to front the tickets but had to go back to Cali for pilots...how sad I am ,2009-06-18 20:27:16,pissed missed bmore show brian going front tickets go back cali pilotshow sad,4,2009-06-18
hmm.. wonder y i can't send msgs and can't call.. ,2009-06-15 21:42:19,hmm wonder cant send msgs cant call,0,2009-06-15
The new MK video has been &quot;processing&quot; on YT for the last 2 hrs.   I've had it!  Someone let me know when YouTube actually works again ,2009-06-02 21:32:44,new mk video quotprocessingquot yt last hrs ive someone let know youtube actually works,0,2009-06-02
Woop Woop!! It's Sunday already!!! Emirates stadium (read: free bar)... here we come!!! Viva la Perry!!! ,2009-06-06 16:10:34,woop woop sunday already emirates stadium read free bar come viva la perry,0,2009-06-06
Back in West Virginia heading to Maryland in 91 miles ,2009-06-15 11:26:19,back west virginia heading maryland miles,4,2009-06-15
Went on a bike ride with my dog..........and got blisters on my hands. ,2009-06-01 13:56:07,went bike ride dogand got blisters hands,0,2009-06-01
@valeriestelcel Val!!!  thank you... what brought you to such a conclusion?,2009-06-01 21:57:34,val thank brought conclusion,0,2009-06-01
No one left a light on for me at home ,2009-05-31 23:37:56,one left light home,0,2009-05-31
GAH! Failed download! ,2009-06-07 14:54:47,gah failed download,0,2009-06-07
Sry ppls listenin to good music in a good mood want to share it wit y'all ,2009-05-17 22:05:00,sry ppls listenin good music good mood want share wit yall,0,2009-05-17
@etilia Thank you ,2009-06-07 10:13:38,thank,0,2009-06-07
@jetsetbritt shoulda come see me ,2009-06-15 23:55:11,shoulda come see,0,2009-06-15
"Ohhhh, mind apples - click. Chilling with friends, drinking with friends, laughing, talking, learning, secrets, writing,    Lovely...",2009-06-01 13:48:37,ohhhh mind apples click chilling friends drinking friends laughing talking learning secrets writing lovely,0,2009-06-01
@sc4twit TOAST! ,2009-06-02 05:19:53,toast,0,2009-06-02
Gettin my nails did ,2009-06-02 11:30:21,gettin nails,0,2009-06-02
@jmiddlin cupcake camp?  sounds like fun!!  ,2009-05-31 07:35:51,cupcake camp sounds like fun,0,2009-05-31
Whyyyyyyy ,2009-06-19 11:47:36,whyyyyyyy,0,2009-06-19
Sanjaya went home  AND TORI IS STAYING WTF!!,2009-06-23 17:29:07,sanjaya went home tori staying wtf,0,2009-06-23
"lying outside in the sun, oh i am loving this weather ",2009-05-30 06:02:54,lying outside sun oh loving weather,0,2009-05-30
"Join me &amp; twitter friends, July 11th Hyde Park for a TwitPicnic  see http://bit.ly/twitpicnic for info. Oh &amp; RETWEET!",2009-06-15 07:13:36,join amp twitter friends july th hyde park twitpicnic see info oh amp retweet,4,2009-06-15
"@snedwan Done, don't block me ",2009-05-02 06:02:24,done dont block,2,2009-05-02
@LuvD143 heya... just thought I would follow you..  anyways..tkae ur meds..i think ppl are falling ill lately... daniel as well right?,2009-05-10 21:11:54,heya thought would follow anywaystkae ur medsi think ppl falling ill lately daniel well right,0,2009-05-10
a sunny day brights up the day! ,2009-05-04 02:58:14,sunny day brights day,0,2009-05-04
3pm and its only 9  @PhillyGotBarz,2009-05-17 06:02:10,pm,0,2009-05-17
@dimitori OS 3.0 is cool but I feel use more battery power... ,2009-06-18 10:43:48,os cool feel use battery power,0,2009-06-18
"@bcswartz Pffff, we got cfimap... there's probabbly gonna wait till San Fran to release CFWoman ",2009-06-18 06:54:34,pffff got cfimap theres probabbly gonna wait till san fran release cfwoman,0,2009-06-18
@FashionKristin who won????? I'm very curious ,2009-06-01 02:02:18,im curious,3,2009-06-01
i wish sunday was over already grrrr   almost monday yay! ,2009-04-19 01:00:04,wish sunday already grrrr almost monday yay,0,2009-04-19
Wants jimmy johns.... ,2009-06-06 11:15:19,wants jimmy johns,0,2009-06-06
@MrBenzedrine i saw that trailer a few days ago. i think ill be let down by this film  read the synopsis on wiki &amp; theyve changed looooads,2009-04-19 05:24:18,saw trailer days ago think ill let film read synopsis wiki amp theyve changed looooads,4,2009-04-19
I miss US ,2009-06-07 12:54:33,miss us,0,2009-06-07
snow snow snow snow snow snow snow snow snow yay snow snow snow snow snow snow snow snow snow  snooooooooow   ,2009-06-15 17:43:46,snow snow snow snow snow snow snow snow snow yay snow snow snow snow snow snow snow snow snow snooooooooow,0,2009-06-15
@book_mom It's trying to. At least it's not supposed to rain today. ,2009-06-02 05:06:12,trying least supposed rain today,1,2009-06-02
"haha saturday wasnt as bad as i thout it was gonna b, but i still dnt hav any clear answers ",2009-05-31 23:18:36,haha saturday wasnt bad thout gonna b still dnt hav clear answers,0,2009-05-31
"@k00ts nice try, but you don't get a reward for that...haha..i'll reserve that for the last week of the month, ok? ",2009-06-14 23:46:22,nice try dont get reward thathahaill reserve last week month ok,2,2009-06-14
@MarikoMae I know and there chubby and adorable ,2009-06-14 23:20:12,know chubby adorable,0,2009-06-14
"@ThisStarChild I'm a sod  *sniff* only trying to pleasure, sorry please you m'lady :-O oh no he didn't",2009-05-31 15:00:42,im sod sniff trying pleasure sorry please mlady oh didnt,3,2009-05-31
today is the salon's last day...  there are no words,2009-06-16 08:28:49,today salons last day words,1,2009-06-16
  not a cool night.,2009-06-05 21:17:09,cool night,0,2009-06-05
aniikaaa welome in the world of twitter ,2009-05-17 11:17:34,aniikaaa welome world twitter,0,2009-05-17
So is that our Summer over then? Bucketing down out there and i had to trek to Post Office ,2009-06-15 04:33:16,summer bucketing trek post office,0,2009-06-15
full... from poboys... staying out of this 100 degree weather. i wish the pool was clean ,2009-06-23 13:57:30,full poboys staying degree weather wish pool clean,0,2009-06-23
@samoussa87 haha. Good to know ,2009-05-11 22:48:52,haha good know,0,2009-05-11
is watching denver get whooped by the lakers.....putting my boy to bed wishing I was out with my friends ,2009-05-29 19:57:00,watching denver get whooped lakersputting boy bed wishing friends,0,2009-05-29
I'm about to watch the final episode of The Tonight Show With Jay Leno. and my phone's off until 3ish tomorrow ,2009-05-29 20:19:12,im watch final episode tonight show jay leno phones ish tomorrow,3,2009-05-29
@ojmason I always though a dry delivery was something to aspire to! Well done (and thanks for birthday wishes!) ,2009-06-01 03:10:48,always though dry delivery something aspire well done thanks birthday wishes,0,2009-06-01
"@MaryPutty Oh yeah, potatoes I can get! I have quite a few friends with open pantries. I can hardly ever find what I need, though ",2009-06-04 13:11:48,oh yeah potatoes get quite friends open pantries hardly ever find need though,0,2009-06-04
@blackbarbie027 lmao! I'm glad I'm not the only one ,2009-05-03 22:42:00,lmao im glad im one,3,2009-05-03
"@rustyrockets We could start our own earthquake if you like? Haha. Come back, I was in bed when you came on earlier  kisskiss xxxxxxx",2009-05-18 06:54:48,could start earthquake like haha come back bed came earlier kisskiss xxxxxxx,4,2009-05-18
is really depressed because it is raining ,2009-06-17 10:36:01,really depressed raining,0,2009-06-17
"YAY mah boys won!!!! don't get me wrong, susan's fantastic &amp; adorable, but for sheer breathtaking creative genius nothin beats Diversity! ",2009-05-30 21:39:15,yay mah boys dont get wrong susans fantastic amp adorable sheer breathtaking creative genius nothin beats diversity,2,2009-05-30
office desktop's way slower than personal lappie. sigh. n i forgot abt e free cones day ,2009-04-20 23:45:28,office desktops way slower personal lappie sigh n forgot abt e free cones day,0,2009-04-20
It interacts well with FREE WILL. ,2009-06-03 00:47:49,interacts well free,0,2009-06-03
Got my broken camera already.. Now I have to find a store that could fix it.. ,2009-06-20 07:11:29,got broken camera already find store could fix,0,2009-06-20
"@fragments77: Anytime Aki, anytime! ",2009-06-06 08:28:19,anytime aki anytime,0,2009-06-06
@McCripple It turns out that all of those Sophia pages were fake I think... ,2009-06-05 12:53:58,turns sophia pages fake think,0,2009-06-05
"I think i've broken my insides a bit, damn boring sundays where i do nothing but eat all day! ",2009-06-01 02:05:18,think ive broken insides bit damn boring sundays nothing eat day,0,2009-06-01
@CorbSilverthorn That's what I'm talking bout! Eff the Suxs!!! Cubs all day baby! What part? I lived in Rogers Park. I miss it aweful! ,2009-06-15 22:05:07,thats im talking bout eff suxs cubs day baby part lived rogers park miss aweful,3,2009-06-15
Is home bitches! ,2009-06-07 10:52:30,home bitches,0,2009-06-07
"Have a good week. May your health increase, your path be clear and happiness settle in all around you.  ",2009-05-17 23:40:09,good week may health increase path clear happiness settle around,0,2009-05-17
"Complainin about how tired I was, now I can't sleep ",2009-06-06 21:11:52,complainin tired cant sleep,0,2009-06-06
Is like *sigh. I freakin love him.....bt I kant spent time w/ him until.....idk.... ,2009-06-06 21:12:31,like sigh freakin love himbt kant spent time w untilidk,0,2009-06-06
"@ForeverYoungRV Thank you   @kikinator seems to love travel, only thing she knows.  Wow, traveling with  a cat and birds!  Awesome!",2009-06-06 08:20:34,thank seems love travel thing knows wow traveling cat birds awesome,0,2009-06-06
@mindlesspursuit have some water.  it will help to fill you up. ,2009-06-15 14:06:45,water help fill,0,2009-06-15
Blah long boring day. I'm starting to not like jon &amp; kate plus 8 anymore. ,2009-06-15 20:05:59,blah long boring day im starting like jon amp kate plus anymore,3,2009-06-15
@xBianca2506x Aww ... that was kinda sweet. Everything's fine. But thank you for your message anyway. ,2009-04-18 13:49:38,aww kinda sweet everythings fine thank message anyway,0,2009-04-18
just up  sun soon get my vitamin d in me aha :-j,2009-05-30 03:07:27,sun soon get vitamin aha j,0,2009-05-30
i wish i cud have chosen a different path ,2009-05-18 03:21:55,wish cud chosen different path,0,2009-05-18
@MomSpark wouldn't want to miss anything.  ,2009-05-29 18:23:23,wouldnt want miss anything,0,2009-05-29
@prinsezha cool. ^^ Having a really good time I hope ,2009-06-03 00:26:19,cool really good time hope,0,2009-06-03
listening to the roar/hoot/squeal of the traffic &amp; the hum of the air conditioning - colombo is not a quiet place ,2009-06-02 02:39:11,listening roarhootsqueal traffic amp hum air conditioning colombo quiet place,4,2009-06-02
Yay i have a japanese guy following me. thats awesome. I wanna go to japan ,2009-06-02 20:15:46,yay japanese guy following thats awesome wanna go japan,1,2009-06-02
"@redwyne No, not finished yet.Too many people still alive. I see it's on next Sat. but not tonight. ",2009-05-16 21:40:00,finished yettoo many people still alive see next sat tonight,0,2009-05-16
Very sad   no new tweets  ,2009-06-01 18:22:24,sad new tweets,0,2009-06-01
"@querlvox Being an adult, I am allergic to being too close to campus.. But I'll try. BTW. ms. Laurennmcc doesn't follow me. ",2009-06-15 18:51:40,adult allergic close campus ill try btw ms laurennmcc doesnt follow,0,2009-06-15
